no	Hotel name	rating	user type	room type	nights	review
5533	منتجع الأحلام السياحي - للعائلات فقط	2	أسرة	-	أقمت ليلتين	ضعيف. . الفيلا صغيرة جدا وبعيدة عن الشاطى  والكنبات تالفهوالمطبخ غير مجهز بادوات المطبخ الاساسية الشاطى سيئ ولا يمكن السباحة فيه لكثرة المخلفات والقاذورات
5540	منتجع الأحلام السياحي - للعائلات فقط	5	أسرة	-	أقمت ليلة واحدة	“من اجمل شاليهات ينبع .”. بصراحة من اجمل شاليهات ينبع التي تتسم بالهدوء ونظافة الشاطئ والمسبح الاكثر من رائع مع وجود حراسة آمنه والسكن قمة في الفخامة واسع ونظيف جدا .ولا يفوتني ان اشكر كلا من الاستاذ عمر والاستاذ صلاح على حسن استقبالهم ومعاملتهم اللطيفة وادارتهم الراقية وشيم اخلاقهم ونبلهم العالية .وان شاء الله سوف اكرر الزيارة للمنتجع قريبا باذن الله تعالى (ابو بسام المدينة المنورة ). 
5541	منتجع الأحلام السياحي - للعائلات فقط	2	أسرة	-	أقمت ليلة واحدة	“تمنيت ان يكون ارقي من ذالك”. اعجني موقع الشالية وقربة من البحر طريقه الشاليهات واطلالتها الجانبيه علي البحر اعجني مسبح الاطفال والعاب الاطفال مقابل لشاليهات. ازعجني تهالك الفرش سكنت في شاليه 604 وكان صوت المكيف جدا مزعج مما اطرينا لاقفاله سرير النوم والمخدات جدا غييير مريح ايضا البوفيه الداخليه موعد فتح البوفيه جدا متاخر حيث انه يفتح الساه 30و11 صباحا اتمنا من اداره الشاليه الاهتمام اكثر ولكم خالص الشكر
5543	منتجع الأحلام السياحي - للعائلات فقط	5	زوج	-	أقمت ليلة واحدة	“المنتجع افضل ورائع”. اعجبني المنتجع في هدوء ونظافه والجلسات الحلوه على البحر كمااشكر الاستقبال على حسن التعامل معي كلا من ريان الجهني وبندر الجهني .. اسعار المشروبات داخل المنتجع شبه غاليه جدا
5544	منتجع الأحلام السياحي - للعائلات فقط	5	أسرة	-	أقمت ليلة واحدة	“رائع مذهل”. من الأفضل للمنتجعات التي زرتها. بعد المطعم عن المنتجع مما يسبب تأخير في التوصيل
5547	منتجع الأحلام السياحي - للعائلات فقط	4	أسرة	-	أقمت ليلة واحدة	“الاحلام تتحقق في منتجع الاحلام”. المكان جميل وهادي. عدم وجود مطعم وكفتريا
5552	منتجع الأحلام السياحي - للعائلات فقط	1	أسرة	-	أقمت ليلتين	“موقع سئ للسياحة”. الحديقة الخارجية فقط. للاسف حجزي غرفتين نوم ولكن الموجود غرفة نوم وصالة فيها سريرين وصالة معيشة والمطبخ جدا وسخ وفيها رائحة كريها والحمامات كذلك والصراصير وشراشف السرر فيها بق وغير مريحة والبحر غير مؤهل للسباحة وغير نظيف والسعر غالي بالنسبة لمستوى الشالية وانصح بعدم تكرار الزيارة
5553	منتجع الأحلام السياحي - للعائلات فقط	2	أسرة	-	أقمت ليلة واحدة	“اسوا من السيء”. . تكاثر الكلاب والقطط
5558	منتجع الأحلام السياحي - للعائلات فقط	5	أسرة	-	أقمت ليلة واحدة	“كانت اقامة ممتعه وهدوء وخصوصا انا من جدة الشاليه افضل بكثير من شاليهات جدة”. النظافة ورخص الشاليه عشان ايام مدارس الاطلاله علي البحر والهدوء. فقط الحمام كان فيه تسريب لابد من صيانه دوريه للحمامات
5566	منتجع الأحلام السياحي - للعائلات فقط	4	أسرة	-	أقمت ليلة واحدة	جيد. في نظافة المكان وحسن المعامله. رفع السعار في البوفيه بمعنى الحاجه إلي قيمتها 10 ريال عندكم 20ريال والمطعم اكله مره مو حلو
5567	منتجع الأحلام السياحي - للعائلات فقط	5	أسرة	-	أقمت ليلة واحدة	استثنائي. موظف الاستقبال ريان الجهني ذو اخلاق عاليه ومتعاون. 
5569	منتجع الأحلام السياحي - للعائلات فقط	4	زوج	-	أقمت ليلة واحدة	“الراحه والامان وحسن الاستقبال”. الراحه والجمال فى المنتجع  روعه الجلوس على البحر حسن الاستقبال الاستجابه السريعه للطلبات شكر خاص للاستاذ صلاح العسكرى لتعاونه واستجابته السريعه لنا انصح بزيارة المنتجع من افضل الاماكن فى ينبع. 
5572	منتجع الأحلام السياحي - للعائلات فقط	4	أسرة	-	أقمت ليلة واحدة	“الاستقبال جدا ممتاز”. مسبح الاطفال مع وجود مراقب للاطفال. الاطلاله غير مريحه للعوائل من البلكونه مكشوفه للجميع
5575	منتجع الأحلام السياحي - للعائلات فقط	1	أسرة	-	أقمت 4 ليالي	ضعيف جداً. لايوجد شي يلفت الانتباة. غرف النوم والحمامات
5576	منتجع الأحلام السياحي - للعائلات فقط	5	أسرة	-	أقمت ليلة واحدة	“عائلة زوج وزوجة وابانء كبار واطفال وخادمة”. صراحة كل شئ جميل في المنتجعواتمنىزان يوجد مسبح خاص بالنساء بالمجان وليس بالمقابل… الساعة بالمسبح الخاص بالنساء مبالغ فيها 150 ريال. عدم وجود مركز تجاري بالنتجع
5578	منتجع الأحلام السياحي - للعائلات فقط	2	أسرة	-	أقمت ليلتين	ضعيف. الهدوء. السعر مبالغ فيه مقابل الخدمات +النظافه +خدمة الواي فاي +التكييف
5581	منتجع الأحلام السياحي - للعائلات فقط	2	زوج	-	أقمت ليلة واحدة	مخيب للأمل. . الاكل جدا غااااااااااااااااااااااااااااالي
5584	منتجع الأحلام السياحي - للعائلات فقط	1	أسرة	-	أقمت 3 ليالي	ضعيف جداً. ولا شيء. أسوء مكان أقمت فيه .. فندق قذرررر الكنب ريحة البول وانتم بكرامة تفوح منهوالحمامات سباكة سيئة ومسدود مجرى المروش ومكسور بابهاللمبة ومروحة الشفط بمفتاح واحد يعني تتروش وانت متجمد او تتروش بالظلام الحمام اللي تحت عبارة عن بيت درجوالغرفة اللي فوق مو غرفة صالة او ممر محولينها غرفة الموظفين المصري والسوداني جيدين اما السعودي البي في المساء سيء جدا بعيد عن البقالات والمطاعم والكافتيريا اللي فيه ماتفتح الا ١١ واسعارها نااار وهي كافتيرياالساحل مو رمل وطل على شرم يعني مويه ضلحة ما ينسبح فيهاا انصح ابدفيهخذ شقة نظيفة بنص السعر واطلع لكورنيش وبحر الهيئة شي يفتح النفس
5591	منتجع الأحلام السياحي - للعائلات فقط	4	-	-	أقمت ليلتين	جيد. . عدم وجود سوبرماركت داخل المنتجع وتحول بعض أفراد العمل من الشباب السعودين على السقاله مع الزوار بالذات آخر الليل وذلك عدم خصوصيه للزوار وشكرا
5602	منتجع الأحلام السياحي - للعائلات فقط	5	أسرة	-	أقمت ليلة واحدة	ممتاز. طقم العمل من استقبال وحسن ضيافه ونظافه بصراحه قروب العمل ممتاز. لايوجد مطعم داخل الشاليه
5604	منتجع الأحلام السياحي - للعائلات فقط	1	أسرة	-	أقمت ليلة واحدة	ضعيف جداً. . نظافة الشاليه مرة واحدة باليوم فترة العصر فقط
5607	منتجع الأحلام السياحي - للعائلات فقط	2	أسرة	-	أقمت ليلتين	“مكان ممتع لجميع أفراد الأسرة”. حسن الإستقبال وهدوء المكان.. الشاليهات لا يوجد بها أدوات مطبخ وتحتاج إلى صيانة دورية.
5608	منتجع الأحلام السياحي - للعائلات فقط	4	أسرة	-	-	“منتجع جميل”. نظافة المنتجع ومناسبته للعوائل. الاثاث معدوم وغير نظيف
5609	منتجع الأحلام السياحي - للعائلات فقط	5	زوج	-	-	“احلى المنتجعات التي زرتها”. المكان ماشاء الله نظيف جدا والفيلا كانت مرتبه والشاطئ ممتاز والاداره متعاونه جدا والاستقبال في منتهى الروعه والاخلاق. الكوفي والمطعم اسعاره مبالغ فيها جدا ،،،
5610	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلتين	مخيب للأمل. . تعامل الاخ ربحي
5614	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“لن اكرر التجربه”. الموقع فقط. قله عدد الموظفين وسوء الخدمه
5615	إنتركونتننتال الأحساء	4	مسافر منفرد	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	رائع. . المنظر العام للغرفه مطل على سطح وهذا غير مناسب لراحة الزبون
5616	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	ضعيف. . لم تعجبنى خدمه الشنط !! حيث لا يوجد الا شخص واحد يحمل الشنط ويركن السياره !! ولم يعجبنى نظافه الزجاج للغرفه حيث انها متسخه بصوره غير لائقه لفندق فى مستوى الانتر
5620	إنتركونتننتال الأحساء	1	مسافر منفرد	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلتين	“لا تقع في الفخ”. لا يوجد. الغرف قديمه  والاسعار لا تتناسب مع الخدمة والغرفة .... غالية جدا  ... أغلى من أسعار الفنادق في اوربا ... العاملين غير ودودين
5621	إنتركونتننتال الأحساء	4	مسافر منفرد	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	جيد. . البزنس سنتر اغلق قبل ١٢ المساء ولم يفتح الى الساعه ٧ عند مغادرتي بالرغم من احتياجي الضروري للطباعه.
5622	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلتين	“الفندق غالي جدا مقابل الخدمات المقدمه”. . الخدمه مقابل القيمه
5629	إنتركونتننتال الأحساء	5	أسرة	-	أقمت ليلة واحدة	ممتاز. الجمال. ازعاج من الغرفة التى اعلى
5630	إنتركونتننتال الأحساء	4	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	جيد جداً. . اثناء الحجز بقيمة 990 ريال تم تغيرة حين وصولي إلئ الفندق بقيمة 1160 لماذا مع أني حاجز عن طريق الانترنت
5631	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلتين	مخيب للأمل. . الحجز الذي قمت به غير الغرفه
5639	إنتركونتننتال الأحساء	5	-	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلتين	“أجمل مكان للإقامه في الأحساء”. . الإفطار لم يكن بالمستوى المعتاد
5645	إنتركونتننتال الأحساء	1	زوج	-	أقمت ليلتين	“سيّء”. . لايوجد سواق سيارة للموقف
5647	إنتركونتننتال الأحساء	2	زوج	-	أقمت ليلة واحدة	مخيب للأمل. . السعر مقابل الفندق والخدمات مرتفع جدآ والاثاث قديم جدآ
5648	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	“الحياة حلوه”. الفطور فقط. اثناء زياراتي وعند تسليم سياراتي موظف خدمة السيارات كان يوم الخميس بتاريخ ٢٠١٥/١٢/٣١ كان يوجد هاتف خاص بي داخل السيارة تمت سرقته من قبل احد الموظفين الفندق خدمة السيارات وتم اكتشاف ذلك ثاني يوم بتاريخ ٢٠١٦/١/١ وتم ابلغ المدير المسؤول الأمن  سعودي الجنسية ومدير الفندق مصري الجنسية حيث افاد مدير الفندق مصري الجنسيه انه سيتم التحقيق فى الامر خلال ايام وبعد عوداتي الى الدوحة تم الاتصال فني مره من قبل احد الموظفين السعودين وبلغني انه سيتم تعويضك والكشف عن المتسبب حيث انه التحقيق جاري علما صار على التحقيق اكثر من أسبوع ولم ينتهي التحقيق حتى كتابة الرسالة علما بانه لايهمني الهاتف اكثر ممن يهمني المحتويات الموجودة بالهاتفوالحمدلله انه السرقه كانت هاتف وليس السيارة
5649	إنتركونتننتال الأحساء	1	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	“تعاسه يوم راس السنه”. أسوء فندق سكنته بحياتي تشويه بمعنى الكلمة لمجموعة انتركونتيننتال العالمية. ولاشي أعجبني حتى الفرش حقت الأسنان نطرها طراره والأكل اخيس أكل بالعالم أفطر بفطيرة لوزين وكأس حليب ابرك مليون مرة من فطورهم والمشكلة غالي علي إيش مادري
5651	إنتركونتننتال الأحساء	4	مسافر منفرد	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	"“انصح بالاقامه فيه”. النظافه والتعامل. خدمات الواي فأي الاليه المعمول بها في الفندق غلط ولاترتقي بالننافسه مع الفنادق الاخرى علما "" بان الخدمة ضعيفه جداااا كذلك "" مطعم البستان "" لم يكن بمستوى فندق انتركونتننتال"
5652	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	مخيب للأمل. لاشئ. كل شئ،،، والسعر مبالغ فية اغلى من باريس ولندن
5654	إنتركونتننتال الأحساء	5	أسرة	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	ممتاز. . الأنترنت تعبان
5658	إنتركونتننتال الأحساء	4	أسرة	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	“جاسم”. الغرف واسعه وجميله سرعة اجرآءات الدخول والخروج موظفوا الاستقبال بشويشين الموقع ممتاز قريب من المجمعات والأسواق الشعبيه ويوجد مول تجاري متوسط الحجم مقابل الفندق. النادي الصحي مغلق يوم الجمعه حتى الثانية ظهراً حيث انه مخصص للنساء يفضّل ان يكون للعائلات او يتم انشاء نادي صحي خاص آخر البوفيه لم يكن بالمستوى المطلوب من حيث تنوع الاطباق وطريقة الطهي  طلبنا عشاء لم تعحبنا طريقة التقديم ولا طريقة الطهي كان طلبنا عباره عن لازانيا وكلب ساندويتش وقطع دجاج نقت
5661	إنتركونتننتال الأحساء	2	مسافر منفرد	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلتين	مخيب للأمل. تصميمه الخارجي جميل- البهو حلو. الخدمة- الفرش قدييييم - السعر غالي جدا- الافطار ضعيف- نوعية العمالة رديئة وغير مدربة اطلاقاً
5665	إنتركونتننتال الأحساء	5	مسافر منفرد	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	استثنائي. موقع فندق انتركونتننتال الاحساء والتصميم البيئي الرائع الذي يشعرك بالراحة النفسية خلال الاقامة بالفندق. 
5666	إنتركونتننتال الأحساء	5	مسافر منفرد	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“سوف اعود لسكن فيه مره اخرى”. الهدوء التام وسرعة الاستجابة لروم سيرفس. لا شي
5668	إنتركونتننتال الأحساء	2	زوج	-	-	“ضعيف جدا”. نظافة المكان جيدالمسؤلين المواطنين جيدين وعند المسؤليه مستوى الفرش قد يم ولا يليق بفندق خمس نجوم وتكلفة السكن مرتفعة جدا حيث لا يوجد فندق خمس نجوم غيرة. طاقم الاستقبال ضعيف وعير راقي الى مستوى الفندقالادارة ضعيفة ولا يوجد لها اثر إيجابي بالفندق وقد تكون سيئ جداًعدم الاهتمام بالنزيل وتقديم الضيافة حتى ان كان عميل دائمعدم إنجاز اي مشكلة مثل ما حصل لنا بخصوص التكييف بالغرفة لقد عانينا الكثير.يوجد شخص واحد للخدمة في أوقات الليل وهذا ليس بامكانيات فنادق الخمس نجوم بل النجمة الواحدة او اقل .
5670	إنتركونتننتال الأحساء	4	مسافر منفرد	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“رأيي الافضل يا صديقي ??”. الخدمات ممتازه ، الحمام كذالك ، السرير و الوساده ممتازه ، لم استخدم الانترنت لضيق الوقت ، بوفية الفطور كان رائع و متنوع ، لمحبي الشيشه يوجد داخل سور الفندق شيشه و مطعم لبناني ، افضل فندق في الاحساء .. تصميم الفندق قديم يحتاج للتحديث ، لا مانع من العودة إليه إذا لزم الامر .
5675	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“كنت أحلام بربرقي في الخدمات تليق بمثل هذا المكان”. شكرا على اهتمامك ونأمل تحسين خدماتكم والتزمكم مع زبائنكم. لاستقبال والخدمات وإهمال انزلا
5687	إنتركونتننتال الأحساء	1	أسرة	-	أقمت ليلة واحدة	“ضعيف جدآ جدآ”. . استقبالهم الاسعار التي في الموقع موب نفس سعر الفندق والافطار غير متنوع الاخدمه تعبانه خدمات الفندق ومرافقها كانه ٣ نجوم
5688	إنتركونتننتال الأحساء	1	أسرة	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“اسواء اقامه في حياتي”. الخدمه فاشله جدا ولايستاهل القيمه. التاخر في تقديم الطعام جميع الخدمات فاشله جدا
5690	إنتركونتننتال الأحساء	2	-	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“اكبر فندق نصابين في الاحساء”. كل شيء سيء. السعر وخدمات ركن السيارات والاستقبال والواي فاي لازم ياخذ جوالك عشان يشبك لك النت واذا كلمت بالتفون يحسبون عليك فلوس وغالي على الفاضي
5693	إنتركونتننتال الأحساء	1	زوج	-	أقمت ليلتين	ضعيف جداً. . كل شي بالفندق سئ للغايه الاثاث قديم ومغبر ومكسررر مايصلح للجلوس والنوم مايستاهل نجمتين من اول مافتح واثاثه ماتغيررر
5696	إنتركونتننتال الأحساء	4	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	جيد. موقع جميل وخدمه ممتازه. 
5713	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“انتركونتيننتال”. . والله العظيم اني م توقعت أن أجد في فندق 5 نجوم نمل في الحمام وبكثره وموثق ذلك ب فديو
5718	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	مخيب للأمل. . الخدمه سيئه والنت شبه معدوم
5720	إنتركونتننتال الأحساء	5	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	استثنائي. شكرا. كل شي
5723	إنتركونتننتال الأحساء	5	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	“فدق ممتاز والإقامة فيها تجلب الراحه النفسيه”. كل شي بشكل عام. بعض الشي من الافطار
5731	إنتركونتننتال الأحساء	4	زوج	غرفة كينغ - طابق النادي مع إمكانية دخول منطقة الجلوس	أقمت ليلة واحدة	جيد. الهدوء والنظافه. النت مرره سيئ
5736	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“اسكن به لعدم وجود بديل بالاحساء”. الموقع ممتاز. كل طاقم العمل يحتاج الى تدريب واشراف ومتابعه
5737	إنتركونتننتال الأحساء	4	أسرة	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“تسوق وسياحه”. الهدوء  والنظافه والمعاملة  مع الموظفين جيده جداًالاكل  جميع الخدمات جيده. لا يوجد شطاف في الحماماسعار الاكل مبالغ فيهاخدمة ال واي فاي ضعيفه جداً في الغرفعدم وجود القهوه والتمر عند الاستقباللا يوجود مواقف مظلله للسيارات كافيه
5744	إنتركونتننتال الأحساء	4	مسافر منفرد	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“خدمة النظافه سيئه”. موقع الفندق. 
5750	إنتركونتننتال الأحساء	5	أسرة	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“رحله مميزه”. كل شي. 
5751	إنتركونتننتال الأحساء	5	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	“اقامة يوم واحد”. الموقع , النظافة. من الممكن أن يكون الفطور أفضل من الموجود
5755	إنتركونتننتال الأحساء	4	أسرة	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	جيد. تعامل طاقم العمل سواء من السعوديين او الجنسيات الاخرى من الترحيب بباب الفندق حتى ايصالك للغرفة ومساعدتهم لك. عدم وجود شبشب الحمام اعزكم الله.الاثاث من حيث اسم الفندق يحتاج تجديد القيمه مبالغ بها جدا........
5761	إنتركونتننتال الأحساء	4	مسافر منفرد	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	“غالي”. الهدوء فقط. غالي
5768	إنتركونتننتال الأحساء	2	مسافر منفرد	غرفة كينغ - طابق النادي مع إمكانية دخول منطقة الجلوس	أقمت ليلة واحدة	مخيب للأمل. الموقع. طريقة طاقم العمل في الاستقبال استفزازية وللاسف انهم في فندق بهذا الحجم وهذه الفخامة ولو كان بامكاني تغيير الحجز الي فندق اخر لغيرته ولو نجمه واحده
5769	إنتركونتننتال الأحساء	5	أسرة	-	أقمت ليلة واحدة	“لراحه عنوان”. كل شي. ولا شي
5783	إنتركونتننتال الأحساء	2	مسافر منفرد	-	-	“طاقم العمل سيئ”. الهدوء الموحش. طاقم العمل غير احترافي وصغر مساحة الغرف
5794	إنتركونتننتال الأحساء	2	أسرة	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت 3 ليالي	“العلم نور.”. . الاداره ضعيفه واتخاذ القرار من قبل الاداره خجول وارجوا من شركة انتركونتننتل اعادة مراجعة الرخصه الممنوحه للفندق في الاحساء. المبنى جميل والموقع جيد .اعتقد ان احترام العملاء غيرموجود.
5797	إنتركونتننتال الأحساء	5	زوج	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“راقي وهادئ”. الهدؤ والنظافه. الغرف صغيره و الفطور تغير للأسوا بالاول اجمل وألذ والسعر مرتفع جداً
5800	إنتركونتننتال الأحساء	2	أسرة	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“لا يليق بمستوى فنادق الانتركونتنيننتال”. مساحة الغرف كبيرة. مستوى النظافة دون المتوسط و قلة عدد طاقم الفندق و يلاحظ ذلك عند تسليم و استلام السياراتو الغريب هو جرد عدد الفوط و كافة مكونات الغرفة عند المغادرة
5807	إنتركونتننتال الأحساء	5	مسافر منفرد	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	استثنائي. فندق ممتاز. 
5813	إنتركونتننتال الأحساء	4	زوج	غرفة كينغ - طابق النادي مع إمكانية دخول منطقة الجلوس	أقمت ليلتين	جيد. . لدى الدخول الى بهو الفندق به رائحه معطر نفاذه ارجوا التقليلمنها
5821	إنتركونتننتال الأحساء	2	-	غرفة ديلوكس بحجم كينغ - للمدخنين	أقمت ليلة واحدة	“الانتر الحساوي”. لاشي تقريبا. الحمام لايوجد به شطاف و روب النوم صغير و الاثاث قديم والغرف ضيقة وصغيرة والتكيفيف ع درجة 22 حار
5822	إنتركونتننتال الأحساء	2	زوج	غرفة ديلوكس كينغ - لغير المدخنين	أقمت ليلة واحدة	"“الاستقبال يعكس جودة المكان”. قربه من الاسواق. طاقم الاستقبال "" وهذا يعني سؤ الادارة"""
5825	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“لن أدخله مرة أخرى ...”. . بصراحه الفندق لا يحقق ما يرجوه النزيل :أولا :بطء إجراءات  الدخول والخروج من الفندق ،إذ يستغرق اكثر من نصف ساعة .ثاينا : طريقة تعامل الموظفين ليست جيدة .ثالثا :هناك موسيقى أخر الليل ولا تستطيع النوم بسببها .
5828	فندق قصر العين أبو ظبي	4	زوج	غرفة قياسية	أقمت ليلتين	“جيده”. مكان هادئ والخدمه سريعة والطعام لذيذ. قنوات التلفزيون ممله ولا يوجد فرشاه أسنان ولا يوجد مشايه للقدمين وارجوا الاهتمام اكثر في نظافه المناشفوإذا حضر ضيف ليزورك يجبروك على النزول للاستقبال من اجل التوقيع فقط
5829	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	ضعيف. . كل شي بشكل عام
5835	فندق قصر العين أبو ظبي	5	-	غرفة قياسية	أقمت ليلة واحدة	“فندق راقي”. كل شي ومن كل النواحي. لا شي ولم الاحظ
5837	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلتين	ضعيف. . غير نظيفطافم العمل مزعج لا يوجد ثلاجة
5840	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“لا انصح به”. . فندق سيى بما تحمله الكلمه من معنى غير مريح واصوات مزعجه ولاتوجد باركنات في الفندق ورائحته كريها
5844	فندق قصر العين أبو ظبي	2	أسرة	غرفة قياسية	أقمت ليلة واحدة	“للأسف لا يصلح للعائلات”. . صوت النادي الليلي مزعج جدا جدا ولم نستطع النومولا يوجد مواقف للفندق للأسف
5845	فندق قصر العين أبو ظبي	4	أسرة	غرفة قياسية	أقمت ليلة واحدة	“ممتاز”. النادي الصحي اجمل شيء والسباحة في البركة الداخلية. 
5846	فندق قصر العين أبو ظبي	2	أسرة	غرفة قياسية	أقمت ليلة واحدة	مخيب للأمل. الترحيب عند الاستقبال. عدم توافر الانترنت بالمقارنة مع الفنادق الاخرى- الإزعاج المستمر بسبب صالة الديسكو الموجودة بالفندق والصوت العالي جدا - الفوط توافر فوطه واحده كبيره بس - لا يوجد مظله على حمام السباحة للأطفال  - الاختلاط بين الرجال والنساء داخل الجاكوزي - الخدمات ضعيفة
5850	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“يوجد تاخير ولا يوجد مواقف”. ا. يوجد تأخير في تسجيل الدخول والخروج
5853	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت ليلتين	ضعيف جداً. فريق سيء جدا جدا. الاستقبال والمعامله سيءه 0دا
5854	فندق قصر العين أبو ظبي	1	زوج	غرفة قياسية	أقمت ليلة واحدة	ضعيف جداً. الموقع. طاقم العمل غير متعاون و لا يبتسم
5855	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	ضعيف جداً. ولا شي اعجبني. الاستقبال ضعيف داخل الغرفه ماء واحد فقط شو هذا البخل
5857	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“فندق فاشل من دون نظام ومن دون مواقف”. الفراشين يتساعدون معاك اكثر من الموظفين. 
5862	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“اصدقاء”. لم يعجبني شيء. الخدمات والاستقبال ساان جداا
5867	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت 3 ليالي	“من اسوء الفنااااادق لا انصح به”. لا يوجد. كل شي انه من اسوء الفنادق التي حجزتها يوما بدءا من طاقم العمل البطيئ و يوجد مدير اسمه منهل يعمل ليلا انه الشخص الخطا في المكان الخطا كما انهم يطلبون ايداع امني اول مرة اسمع به!! وازعاج الديسكو ليلا يجعلك تعيش في كابووووس ومعاملتهم للعرب سيئة جدا بتعاملهم مع الخواجات ... كما انهم ياخذون من بطاقة الفيزا من دون اسئذان حالما نصل في اول ليلة مما ازعجبني كثيرا حيث انني اردت الدفع نقدا
5868	فندق قصر العين أبو ظبي	2	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	مخيب للأمل. الاستقبال سيء جيدا. 
5870	فندق قصر العين أبو ظبي	1	زوج	غرفة قياسية	أقمت ليلة واحدة	“ما رح اجي مرة اخرى”. والله اكتر من 1و30 و انا ابحث على الفندق و اتصلت بالفندق ولا واحد بيتكلم عربي ولا واحد اداني العنوان وكان ازعاج موسيقى بصوت عالي في الغرفة رقم 124. كل شيء
5871	فندق قصر العين أبو ظبي	1	مسافر منفرد	غرفة قياسية	أقمت ليلة واحدة	“لم يعجبني بسبب خدماته ،نظافته ،عدم توفر اي موقف للسيارات .”. . لا يوجد موافق خاصة للسيارات ،إضافة إلى بطء اجراءات الحجز عند الدخول والخروج من الفندق .
